"filename","speaker","uttNum","transcript","pos_tags","move","moveid"
"q1ec7.txt","f",162,"see see sorry where i where i leave the top the east of the west lake ","VB VB JJ WRB FW WRB FW VBP DT JJ DT JJ IN DT NN NN","align","q1ec7.f.move.166"
"q1ec7.txt","g",163,"right ","RB","reply_y","q1ec7.g.move.167"
"q1ec7.txt","f",164,"i'm doing a ""c"" shape and i'm ","LS VBP VBG DT NN NN CC FW VBP","align","q1ec7.f.move.168"
"q1ec7.txt","f",165,"am i going over the top of the farmed land ","RB FW VBG IN DT NN IN DT JJ NN","query_yn","q1ec7.f.move.169"
"q1ec7.txt","g",166,"you're going over the ","PRP VBP VBG IN DT","reply_w","q1ec7.g.move.170"
"q1ec7.txt","g",167,"no no no ","DT DT DT","reply_n","q1ec7.g.move.172"
"q1ec7.txt","g",168,"you're staying well below that ","PRP VBP VBG RB IN DT","clarify","q1ec7.g.move.173"
"q1ec7.txt","f",169,"oh right ","UH RB","acknowledge","q1ec7.f.move.174"
"q1ec7.txt","g",170,"so in between it would be in between farmed land and i have a trig point ","RB IN IN PRP MD VB IN IN JJ NN CC FW VBP DT NN NN","clarify","q1ec7.g.move.175"
"q1ec7.txt","f",171,"okay right ","JJ NN","acknowledge","q1ec7.f.move.176"
"q1ec7.txt","g",172,"right okay so it's just above the just at the just before the tip of that west lake but just at the east co-- just at that east coast ","RB JJ IN PRP VBZ RB IN DT RB IN DT RB IN DT NN IN DT NN NN CC RB IN DT JJ RB IN DT JJ NN","clarify","q1ec7.g.move.177"
"q1ec7.txt","f",173,"s-- ","","uncodable","q1ec7.f.move.179"
"q1ec7.txt","g",174,"right ","RB","align","q1ec7.g.move.178"
"q1ec7.txt","f",175,"okay fine right ","JJ JJ NN","reply_y","q1ec7.f.move.179.9"
"q1ec7.txt","g",176,"yeah ","NN","align","q1ec7.g.move.180"
"q1ec7.txt","f",177,"uh-huh ","RB","reply_y","q1ec7.f.move.180.2"
"q1ec7.txt","g",178,"and come round so you're between you're well a good wee distance below that farmed land ","CC VB NN IN PRP VBP IN PRP VBP RB DT JJ NN NN IN DT JJ NN","clarify","q1ec7.g.move.181"
"q1ec7.txt","g",179,"okay ","JJ","align","q1ec7.g.move.182"
"q1ec7.txt","f",180,"alright ","NN","reply_y","q1ec7.f.move.183"
"q1ec7.txt","g",181,"and then ","CC RB","ready","q1ec7.g.move.184"
"q1ec7.txt","g",182,"you're going to come straight down at that forty-five degrees right ","PRP VBP VBG TO VB RB RB IN DT CD NNS NN","instruct","q1ec7.g.move.185"
"q1ec7.txt","g",183,"okay ","JJ","align","q1ec7.g.move.186"
"q1ec7.txt","g",184,"and you're going to come to a monument ","CC PRP VBP VBG TO VB TO DT NN","instruct","q1ec7.g.move.187"
"q1ec7.txt","f",185,"right yeah uh-huh ","RB JJ NN","acknowledge","q1ec7.f.move.188"
"q1ec7.txt","g",186,"if you proceed straight down at like forty-five sort of an inverse ","IN PRP VBP RB RB IN IN CD NN IN DT JJ","instruct","q1ec7.g.move.189"
"q1ec7.txt","f",187,"uh-huh ","RB","acknowledge","q1ec7.f.move.190"
"q1ec7.txt","f",188,"uh-huh uh-huh ","JJ NN","acknowledge","q1ec7.f.move.192"
"q1ec7.txt","g",189,"relationship line ","NN NN","instruct","q1ec7.g.move.193"
"q1ec7.txt","g",190,"okay ","JJ","align","q1ec7.g.move.194"
"q1ec7.txt","f",191,"right ","RB","reply_y","q1ec7.f.move.195"
"q1ec7.txt","g",192,"and then you come to that monument ","CC RB PRP VBP TO DT NN","instruct","q1ec7.g.move.196"
"q1ec7.txt","f",193,"right ","RB","acknowledge","q1ec7.f.move.197"
"q1ec7.txt","g",194,"and turn round that monument in a ""u"" shape ","CC VB JJ IN NN IN DT FW NN","instruct","q1ec7.g.move.198"
"q1ec7.txt","f",195,"eh er just underneath it then ","UH UH RB IN PRP RB","check","q1ec7.f.move.199"
"q1ec7.txt","g",196,"am-- ","","uncodable","q1ec7.g.move.200"
"q1ec7.txt","g",197,"yeah just ","RB RB","reply_y","q1ec7.g.move.200.2"
"q1ec7.txt","f",198,"right ","RB","acknowledge","q1ec7.f.move.201"
"q1ec7.txt","g",199,"yeah ","NN","reply_y","q1ec7.g.move.202"
"q1ec7.txt","g",200,"keeping the monument on your inside ","VBG DT NN IN PRP$ NN","clarify","q1ec7.g.move.203"
"q1ec7.txt","f",201,"right okay ","RB JJ","acknowledge","q1ec7.f.move.204"
"q1ec7.txt","g",202,"okay ","JJ","acknowledge","q1ec7.g.move.205"
"q1ec7.txt","g",203,"and then above the monument you have well i have a nuclear test site ","CC RB IN DT NN PRP VBP RB FW VBP DT JJ NN NN","explain","q1ec7.g.move.207"
"q1ec7.txt","f",204,"no ","DT","reply_n","q1ec7.f.move.208"
"q1ec7.txt","f",205,"i don't ","LS VBP RB","explain","q1ec7.f.move.209"
"q1ec7.txt","g",206,"no you don't ","DT PRP VBP RB","acknowledge","q1ec7.g.move.210"
"q1ec7.txt","g",207,"right okay ","RB JJ","ready","q1ec7.g.move.211"
"q1ec7.txt","g",208,"er what you want to do is a a very slight ""s""-shaped curve just above the monument ","NN WDT PRP VBP TO VB VBZ DT DT RB JJ JJ NN RB IN DT NN","instruct","q1ec7.g.move.212"
"q1ec7.txt","g",209,"right ","RB","align","q1ec7.g.move.213"
"q1ec7.txt","f",210,"okay ","JJ","reply_y","q1ec7.f.move.214"
"q1ec7.txt","g",211,"well ","RB","ready","q1ec7.g.move.215"
"q1ec7.txt","g",212,"just curve round ","RB NN NN","instruct","q1ec7.g.move.216"
"q1ec7.txt","g",213,"you have the monument don't you ","PRP VBP DT NN VBP RB PRP","check","q1ec7.g.move.217"
"q1ec7.txt","f",214,"yeah ","NN","reply_y","q1ec7.f.move.218"
"q1ec7.txt","g",215,"right ","RB","ready","q1ec7.g.move.219"
"q1ec7.txt","g",216,"well just come round that monument ","RB RB VB NN IN NN","instruct","q1ec7.g.move.220"
"q1ec7.txt","f",217,"okay ","JJ","acknowledge","q1ec7.f.move.221"
"q1ec7.txt","g",218,"slightly then ","RB RB","instruct","q1ec7.g.move.222"
"q1ec7.txt","g",219,"and then go up straight up north ","CC RB VB RP RB IN RB","instruct","q1ec7.g.move.223"
"q1ec7.txt","f",220,"okay ","JJ","acknowledge","q1ec7.f.move.224"
"q1ec7.txt","f",221,"i've got a golf course ","LS VBP VBD DT NN NN","explain","q1ec7.f.move.225"
"q1ec7.txt","g",222,"whereabouts ","NN","query_w","q1ec7.g.move.226"
"q1ec7.txt","f",223,"ehm above and to the left of the monument ","NN IN CC TO DT NN IN DT NN","reply_w","q1ec7.f.move.227"
"q1ec7.txt","g",224,"above and to the left ","IN CC TO DT NN","acknowledge","q1ec7.g.move.228"
"q1ec7.txt","f",225,"there's a s-- there's a space between the golf course and the monument but it's sort of above and to the left just below east lake ","EX VBZ DT EX VBZ DT NN IN DT NN NN CC DT NN CC PRP VBZ NN IN JJ CC TO DT VBN RB IN JJ NN","explain","q1ec7.f.move.229"
"q1ec7.txt","g",226,"okay ","JJ","acknowledge","q1ec7.g.move.230"
"q1ec7.txt","g",227,"you want to keep the golf course on your left-hand side ","PRP VBP TO VB DT NN NN IN PRP$ JJ NN","instruct","q1ec7.g.move.231"
"q1ec7.txt","f",228,"okay ","JJ","acknowledge","q1ec7.f.move.232"
"q1ec7.txt","g",229,"well ","RB","ready","q1ec7.g.move.233"
"q1ec7.txt","g",230,"that's on my left-hand side ","DT VBZ IN PRP$ JJ NN","explain","q1ec7.g.move.234"
"q1ec7.txt","f",231,"uh-huh same here ","JJ JJ RB","acknowledge","q1ec7.f.move.235"
"q1ec7.txt","g",232,"yeah ","NN","acknowledge","q1ec7.g.move.236"
"q1ec7.txt","g",233,"duhhh ","NN","uncodable","q1ec7.g.move.238"
"q1ec7.txt","g",234,"right ","RB","ready","q1ec7.g.move.240"
"q1ec7.txt","g",235,"so you want to keep that on your left-hand side ","RB PRP VBP TO VB DT IN PRP$ JJ NN","instruct","q1ec7.g.move.241"
"q1ec7.txt","g",236,"right ","RB","align","q1ec7.g.move.242"
"q1ec7.txt","g",237,"and you come up to just below the ","CC PRP VBP RP TO RB IN DT","instruct","q1ec7.g.move.243"
"q1ec7.txt","f",238,"see see this nuclear station ","VB VB DT JJ NN","align","q1ec7.f.move.244"
"q1ec7.txt","g",239,"yeah ","NN","reply_y","q1ec7.g.move.245"
"q1ec7.txt","f",240,"ehm ","NN","ready","q1ec7.f.move.246"
"q1ec7.txt","f",241,"could you ","MD PRP","query_yn","q1ec7.f.move.248"
"q1ec7.txt","g",242,"that'll be you're c-- going to come up north between the golf course and the nuclear test site ","IN MD VB PRP VBP VBG TO VB RP RB IN DT NN NN CC DT JJ NN NN","instruct","q1ec7.g.move.247"
"q1ec7.txt","f",243,"between those two right ","IN DT CD NN","acknowledge","q1ec7.f.move.248.9"
"q1ec7.txt","g",244,"yes so you're going to come between it ","RB IN PRP VBP VBG TO VB IN PRP","instruct","q1ec7.g.move.249"
"q1ec7.txt","f",245,"so is the nuclear thing slightly to the right of the monument and above it ","RB VBZ DT JJ NN RB TO DT NN IN DT NN CC IN PRP","check","q1ec7.f.move.250"
"q1ec7.txt","g",246,"yeah slightly to the right of the monument ","RB RB TO DT NN IN DT NN","reply_y","q1ec7.g.move.251"
"q1ec7.txt","f",247,"right okay i'm with you right ","RB JJ FW VBP IN PRP RB","acknowledge","q1ec7.f.move.254"
"q1ec7.txt","g",248,"and above ","CC RB","reply_y","q1ec7.g.move.253"
"q1ec7.txt","g",249,"right ","RB","align","q1ec7.g.move.255"
"q1ec7.txt","f",250,"right ","RB","reply_y","q1ec7.f.move.256"
"q1ec7.txt","g",251,"and you're come up and then you've got the bottom of the east lake ","CC PRP VBP VBN RP CC RB PRP VBP VBD DT NN IN DT JJ NN","instruct","q1ec7.g.move.257"
"q1ec7.txt","f",252,"mmhmm ","NN","acknowledge","q1ec7.f.move.258"
"q1ec7.txt","g",253,"and then follow that to the left ","CC RB VB IN TO DT NN","instruct","q1ec7.g.move.259"
"q1ec7.txt","f",254,"mmhmm ","NN","acknowledge","q1ec7.f.move.260"
"q1ec7.txt","g",255,"just until you're past the tip of the base ","RB IN PRP VBP IN DT NN IN DT NN","instruct","q1ec7.g.move.261"
"q1ec7.txt","f",256,"mmhmm ","NN","acknowledge","q1ec7.f.move.262"
"q1ec7.txt","g",257,"and that's you finished ","CC DT VBZ PRP VBD","instruct","q1ec7.g.move.263"
"q1ec7.txt","f",258,"right ","RB","acknowledge","q1ec7.f.move.264"
"q1ec7.txt","g",259,"and it doesn't look as though it looks anything ","CC PRP VBZ RB VB IN IN PRP VBZ NN","explain","q1ec7.g.move.265"
"q1ec7.txt","f",260,"what ","WDT","query_w","q1ec7.f.move.266"
"q1ec7.txt","g",261,"no no ","DT DT","reply_n","q1ec7.g.move.267"
"q1ec7.txt","g",262,"so where are you in china now ","RB WRB VBP PRP IN NN RB","query_w","q1ec7.g.move.268"
"q1ec7.txt","f",263,"ehm ","NN","uncodable","q1ec7.f.move.269"
"q1ec7.txt","f",264,"mm ","NN","uncodable","q1ec7.f.move.270"
"q1ec7.txt","f",265,"er ","NN","uncodable","q1ec7.f.move.271"
"q1ec7.txt","f",266,"is it i know it's at the bottom of the east lake i don't know whether it's ","VBZ PRP FW VBP PRP VBZ IN DT NN IN DT JJ NN FW VBP RB VB IN PRP VBZ","reply_w","q1ec7.f.move.272"
"q1ec7.txt","g",267,"it's actually kathmandu ","PRP VBZ RB FW","explain","q1ec7.g.move.273"
"q1ec7.txt","g",268,"finished ","VBN","explain","q1ec7.g.move.274"
"q1ec7.txt","f",269,"he only wants to ","PRP RB VBZ TO","explain","q1ec7.f.move.275"
"q1ec7.txt","g",270,"finito ","RB","explain","q1ec7.g.move.276"
"q1ec8.txt","g",1,"right starts above the stony desert ","RB VBZ IN DT JJ NN","instruct","q1ec8.g.move.1"
"q1ec8.txt","f",2,"alright okay ","JJ JJ","acknowledge","q1ec8.f.move.2"
"q1ec8.txt","g",3,"right ","RB","align","q1ec8.g.move.3"
"q1ec8.txt","g",4,"now ","RB","ready","q1ec8.g.move.4"
"q1ec8.txt","g",5,"turn to the west ","VB TO DT NN","instruct","q1ec8.g.move.5"
"q1ec8.txt","f",6,"mmhmm ","NN","acknowledge","q1ec8.f.move.6"
"q1ec8.txt","g",7,"er go forward and then kind of down south ","NN VB RB CC RB NN IN RB RB","instruct","q1ec8.g.move.7"
"q1ec8.txt","f",8,"west and then down south ","NN CC RB IN RB","check","q1ec8.f.move.8"
"q1ec8.txt","g",9,"mmhmm ","NN","reply_y","q1ec8.g.move.9"
"q1ec8.txt","g",10,"until you're like at the bottom of the kind of level with the bottom of the desert ","IN PRP VBP IN IN DT NN IN DT NN IN NN IN DT NN IN DT NN","instruct","q1ec8.g.move.10"
"q1ec8.txt","f",11,"the map ","DT NN","acknowledge","q1ec8.f.move.11"
"q1ec8.txt","f",12,"all right ","DT NN","acknowledge","q1ec8.f.move.13"
"q1ec8.txt","g",13,"right ","RB","align","q1ec8.g.move.14"
"q1ec8.txt","g",14,"then travel west again ","RB VB NN RB","instruct","q1ec8.g.move.15"
"q1ec8.txt","f",15,"mmhmm ","NN","acknowledge","q1ec8.f.move.16"
"q1ec8.txt","g",16,"right to the very end of paper ","RB TO DT JJ NN IN NN","instruct","q1ec8.g.move.17"
"q1ec8.txt","f",17,"the very end of the map ","DT JJ NN IN DT NN","check","q1ec8.f.move.18"
"q1ec8.txt","g",18,"map right ","VB NN","reply_y","q1ec8.g.move.19"
"q1ec8.txt","f",19,"mmhmm ","NN","acknowledge","q1ec8.f.move.20"
"q1ec8.txt","g",20,"and then up north ","CC RB RB RB","instruct","q1ec8.g.move.21"
"q1ec8.txt","f",21,"mmhmm ","NN","acknowledge","q1ec8.f.move.22"
"q1ec8.txt","g",22,"now ","RB","ready","q1ec8.g.move.23"
"q1ec8.txt","g",23,"have you got anything down that side ","VB PRP VBD NN IN DT NN","query_yn","q1ec8.g.move.24"
"q1ec8.txt","f",24,"not in that corner ","RB IN DT NN","reply_n","q1ec8.f.move.25"
"q1ec8.txt","g",25,"no well ","RB RB","ready","q1ec8.g.move.26"
"q1ec8.txt","g",26,"have you got a collapsed shelter ","VB PRP VBD DT JJ NN","query_yn","q1ec8.g.move.27"
"q1ec8.txt","f",27,"fssss over a bit ","NN IN DT NN","reply_w","q1ec8.f.move.28"
"q1ec8.txt","g",28,"right ","RB","ready","q1ec8.g.move.29"
"q1ec8.txt","g",29,"go straight up north ","VB RB RB RB","instruct","q1ec8.g.move.30"
"q1ec8.txt","f",30,"mmhmm ","NN","acknowledge","q1ec8.f.move.31"
"q1ec8.txt","g",31,"until you get to a kind of level above the shelter ","IN PRP VBP TO DT NN IN NN IN DT NN","instruct","q1ec8.g.move.32"
"q1ec8.txt","f",32,"alright ","NN","acknowledge","q1ec8.f.move.33"
"q1ec8.txt","g",33,"and turn east to r-- and travel right along ","CC VB JJ TO CC VB RB RB","instruct","q1ec8.g.move.34"
"q1ec8.txt","f",34,"alright ","NN","acknowledge","q1ec8.f.move.35"
"q1ec8.txt","g",35,"past the shel-- the shelter that's over the top ","IN DT DT NN WDT VBZ IN DT NN","instruct","q1ec8.g.move.36"
"q1ec8.txt","f",36,"uh-huh ","RB","acknowledge","q1ec8.f.move.37"
"q1ec8.txt","g",37,"right ","RB","ready","q1ec8.g.move.38"
"q1ec8.txt","g",38,"then south ","RB RB","instruct","q1ec8.g.move.39"
"q1ec8.txt","f",39,"then south ","RB RB","acknowledge","q1ec8.f.move.40"
"q1ec8.txt","g",40,"just to below the shelter below the level of the shelter ","RB TO IN DT NN IN DT NN IN DT NN","instruct","q1ec8.g.move.41"
"q1ec8.txt","f",41,"right ","RB","acknowledge","q1ec8.f.move.42"
"q1ec8.txt","g",42,"in a kind of east ","IN DT NN IN JJ","instruct","q1ec8.g.move.43"
"q1ec8.txt","g",43,"and have you got a savannah ","CC VBP PRP VBD DT NN","query_yn","q1ec8.g.move.44"
"q1ec8.txt","f",44,"mmhmm ","NN","reply_y","q1ec8.f.move.45"
"q1ec8.txt","g",45,"there's a savannah ","EX VBZ DT NN","query_yn","q1ec8.g.move.46"
"q1ec8.txt","g",46,"right ","RB","acknowledge","q1ec8.g.move.47"
"q1ec8.txt","g",47,"you want to travel east until you get to before the savannah ","PRP VBP TO VB JJ IN PRP VBP TO IN DT NN","instruct","q1ec8.g.move.48"
"q1ec8.txt","f",48,"mmhmm ","NN","acknowledge","q1ec8.f.move.49"
"q1ec8.txt","g",49,"then tau-- turn north up ","RB VB RB RB","instruct","q1ec8.g.move.50"
"q1ec8.txt","f",50,"mmhmm ","NN","acknowledge","q1ec8.f.move.51"
"q1ec8.txt","g",51,"don't go round about it just go up before it ","VBP RB VB JJ IN PRP RB VB RP IN PRP","instruct","q1ec8.g.move.52"
"q1ec8.txt","f",52,"mmhmm ","NN","acknowledge","q1ec8.f.move.53"
"q1ec8.txt","g",53,"right ","RB","ready","q1ec8.g.move.54"
"q1ec8.txt","g",54,"on my map there's a slate mountain ","IN PRP$ NN EX VBZ DT NN NN","explain","q1ec8.g.move.55"
"q1ec8.txt","g",55,"you're traveling north ","PRP VBP VBG RB","align","q1ec8.g.move.56"
"q1ec8.txt","f",56,"i'm going north ","LS VBP VBG RB","reply_y","q1ec8.f.move.57"
"q1ec8.txt","g",57,"right now ","RB RB","ready","q1ec8.g.move.58"
"q1ec8.txt","g",58,"have you got the hot wells ","VB PRP VBD DT JJ NNS","query_yn","q1ec8.g.move.59"
"q1ec8.txt","f",59,"they're over a bit ","PRP VBP IN DT NN","reply_w","q1ec8.f.move.60"
"q1ec8.txt","g",60,"or hot springs ","CC JJ NNS","query_yn","q1ec8.g.move.61"
"q1ec8.txt","f",61,"they're over to the west a bit ","PRP VBP IN TO DT NN DT NN","reply_w","q1ec8.f.move.62"
"q1ec8.txt","g",62,"right ","RB","ready","q1ec8.g.move.63"
"q1ec8.txt","g",63,"travel straight up north 'til you get just above the hot wells make sure you've cleared the the height of it ","NN RB IN RB RB PRP VB RB IN DT JJ NNS VBP JJ PRP VBP VBN DT DT NN IN PRP","instruct","q1ec8.g.move.64"
"q1ec8.txt","f",64,"right ","RB","acknowledge","q1ec8.f.move.65"
"q1ec8.txt","g",65,"and turn to your the west ","CC VB TO PRP$ DT NN","instruct","q1ec8.g.move.66"
"q1ec8.txt","f",66,"right ","RB","ready","q1ec8.f.move.67"
"q1ec8.txt","f",67,"so i'm going above them ","RB FW VBP VBG IN PRP","check","q1ec8.f.move.68"
"q1ec8.txt","g",68,"until you get to the hot wells ","IN PRP VBP TO DT JJ NNS","instruct","q1ec8.g.move.69"
"q1ec8.txt","f",69,"right ","RB","acknowledge","q1ec8.f.move.72"
"q1ec8.txt","g",70,"no don't go over the top of them ","DT VBP RB VB IN DT NN IN PRP","reply_n","q1ec8.g.move.73"
"q1ec8.txt","f",71,"right i'll go up to them ","RB FW MD VB RP TO PRP","acknowledge","q1ec8.f.move.74"
"q1ec8.txt","g",72,"alright now ","RB RB","ready","q1ec8.g.move.75"
"q1ec8.txt","g",73,"and come down below them ","CC VB RB IN PRP","instruct","q1ec8.g.move.76"
"q1ec8.txt","f",74,"underneath them ","IN PRP","check","q1ec8.f.move.77"
"q1ec8.txt","g",75,"mmhmm ","NN","reply_y","q1ec8.g.move.78"
"q1ec8.txt","g",76,"until you just get past them ","IN PRP RB VB JJ PRP","instruct","q1ec8.g.move.79"
"q1ec8.txt","g",77,"then come down to them south ","RB VB RB TO PRP RB","instruct","q1ec8.g.move.80"
"q1ec8.txt","f",78,"south ","RB","acknowledge","q1ec8.f.move.81"
"q1ec8.txt","g",79,"just a a couple of inches ","RB DT DT NN IN NNS","instruct","q1ec8.g.move.82"
"q1ec8.txt","g",80,"and then west ","CC RB NN","instruct","q1ec8.g.move.83"
"q1ec8.txt","f",81,"mmhmm ","NN","acknowledge","q1ec8.f.move.84"
"q1ec8.txt","f",82,"underneath the elephants ","IN DT NNS","query_yn","q1ec8.f.move.85"
"q1ec8.txt","g",83,"mmhmm ","NN","reply_y","q1ec8.g.move.86"
"q1ec8.txt","g",84,"and then north ","CC RB RB","instruct","q1ec8.g.move.87"
"q1ec8.txt","g",85,"now ","RB","ready","q1ec8.g.move.88"
"q1ec8.txt","g",86,"have you got big white mountain ","VB PRP VBD JJ JJ NN","query_yn","q1ec8.g.move.89"
"q1ec8.txt","f",87,"mmhmm ","NN","reply_y","q1ec8.f.move.90"
"q1ec8.txt","f",88,"it's up a bit ","PRP VBZ RP DT NN","explain","q1ec8.f.move.91"
"q1ec8.txt","g",89,"right ","RB","ready","q1ec8.g.move.92"
"q1ec8.txt","g",90,"you want to go right up north ","PRP VBP TO VB RB RB RB","instruct","q1ec8.g.move.93"
"q1ec8.txt","f",91,"mmhmm ","NN","acknowledge","q1ec8.f.move.94"
"q1ec8.txt","g",92,"past it ","IN PRP","instruct","q1ec8.g.move.95"
"q1ec8.txt","f",93,"past the top of it ","IN DT NN IN PRP","query_yn","q1ec8.f.move.96"
"q1ec8.txt","g",94,"right up above it ","RB RB IN PRP","reply_w","q1ec8.g.move.97"
"q1ec8.txt","f",95,"right ","RB","acknowledge","q1ec8.f.move.98"
"q1ec8.txt","g",96,"right ","RB","ready","q1ec8.g.move.99"
"q1ec8.txt","g",97,"have you got the lake ","VB PRP VBD DT NN","query_yn","q1ec8.g.move.100"
"q1ec8.txt","f",98,"no ","DT","reply_n","q1ec8.f.move.101"
"q1ec8.txt","g",99,"mm-mm ","NN","check","q1ec8.g.move.102"
"q1ec8.txt","f",100,"to the f-- no ","TO DT DT","reply_n","q1ec8.f.move.103"
"q1ec8.txt","g",101,"the roman baths ","DT NN NNS","query_yn","q1ec8.g.move.104"
"q1ec8.txt","f",102,"no ","DT","reply_n","q1ec8.f.move.105"
"q1ec8.txt","g",103,"hmm antelopes ","NN NNS","query_yn","q1ec8.g.move.106"
"q1ec8.txt","f",104,"mm they're over to the east of the mountain ","NN PRP VBP IN TO DT JJ IN DT NN","reply_w","q1ec8.f.move.107"
"q1ec8.txt","g",105,"right ","RB","ready","q1ec8.g.move.108"
"q1ec8.txt","g",106,"you want to go ","PRP VBP TO VB","instruct","q1ec8.g.move.109"
"q1ec8.txt","g",107,"sure you don't have a lake ","RB PRP VBP RB VB DT NN","check","q1ec8.g.move.110"
"q1ec8.txt","f",108,"no beside this no ","DT IN DT DT","reply_n","q1ec8.f.move.111"
"q1ec8.txt","g",109,"no but right the way over ","DT CC RB DT NN IN","query_yn","q1ec8.g.move.112"
"q1ec8.txt","f",110,"right over to the east again ","RB IN TO DT JJ RB","reply_w","q1ec8.f.move.113"
"q1ec8.txt","g",111,"aye right ","NN NN","acknowledge","q1ec8.g.move.114"
"q1ec8.txt","g",112,"go up to about the l-- the level with the bottom of the lake ","VB RP TO IN DT DT NN IN DT NN IN DT NN","instruct","q1ec8.g.move.116"
"q1ec8.txt","f",113,"level with the bottom of the lake ","NN IN DT NN IN DT NN","acknowledge","q1ec8.f.move.117"
"q1ec8.txt","g",114,"straight north to up to the l-- level with the bottom of the lake ","RB RB TO RB TO DT NN IN DT NN IN DT NN","instruct","q1ec8.g.move.120"
"q1ec8.txt","f",115,"alright ","NN","acknowledge","q1ec8.f.move.121"
"q1ec8.txt","g",116,"and then east 'til you get to the front of the lake ","CC RB JJ IN PRP VBP TO DT NN IN DT NN","instruct","q1ec8.g.move.122"
"q1ec8.txt","f",117,"i'm go-- i'm going to hit the round rocks ","LS VBP FW VBP VBG TO VB DT NN NNS","query_yn","q1ec8.f.move.123"
"q1ec8.txt","f",118,"no ","DT","query_yn","q1ec8.f.move.127"
"q1ec8.txt","g",119,"no ","DT","reply_n","q1ec8.g.move.126"
"q1ec8.txt","f",120,"right ","RB","acknowledge","q1ec8.f.move.128"
"q1ec8.txt","g",121,"and you want to go right round about the lake ","CC PRP VBP TO VB JJ NN IN DT NN","instruct","q1ec8.g.move.129"
"q1ec8.txt","f",122,"up above it ","RB IN PRP","query_yn","q1ec8.f.move.130"
"q1ec8.txt","g",123,"mmhmm ","NN","reply_y","q1ec8.g.move.131"
"q1ec8.txt","g",124,"and come back round on yourself 'til you get to ","CC VB RB JJ IN PRP IN PRP VBP TO","instruct","q1ec8.g.move.132"
"q1ec8.txt","f",125,"something like circle right round it ","NN IN NN JJ NN PRP","check","q1ec8.f.move.133"
"q1ec8.txt","g",126,"mmhmm right ","NN NN","reply_y","q1ec8.g.move.134"
"q1ec8.txt","g",127,"got your antelopes ","VBD PRP$ NNS","align","q1ec8.g.move.135"
"q1ec8.txt","f",128,"uh-huh ","RB","reply_y","q1ec8.f.move.136"
"q1ec8.txt","g",129,"right ","RB","ready","q1ec8.g.move.137"
"q1ec8.txt","g",130,"just go round enough so you're like in a above them ","RB VB JJ RB IN PRP VBP IN IN DT JJ PRP","instruct","q1ec8.g.move.138"
"q1ec8.txt","f",131,"right ","RB","ready","q1ec8.f.move.139"
"q1ec8.txt","f",132,"up so i'm sitting just above the antelopes ","RB RB FW VBP VBG RB IN DT NNS","check","q1ec8.f.move.140"
"q1ec8.txt","g",133,"no ","DT","reply_n","q1ec8.g.move.141"
"q1ec8.txt","g",134,"the height above them but just below the lake but above the antelope ","DT NN IN PRP CC RB IN DT NN CC IN DT NNS","clarify","q1ec8.g.move.142"
"q1ec8.txt","f",135,"right ","RB","acknowledge","q1ec8.f.move.143"
"q1ec8.txt","g",136,"right ","RB","ready","q1ec8.g.move.144"
"q1ec8.txt","g",137,"should be a roman baths below the lake ","MD VB DT NN NNS IN DT NN","align","q1ec8.g.move.145"
"q1ec8.txt","f",138,"well i havenae ","RB FW FW","reply_n","q1ec8.f.move.146"
"q1ec8.txt","g",139,"well ","RB","ready","q1ec8.g.move.147"
"q1ec8.txt","g",140,"on mines there is ","IN NNS EX VBZ","explain","q1ec8.g.move.148"
"q1ec8.txt","g",141,"and you come between the lake and the roman baths so you'll have to avoid them ","CC PRP VBP IN DT NN CC DT NN NNS IN PRP MD VB TO VB PRP","instruct","q1ec8.g.move.149"
"q1ec8.txt","f",142,"right okay ","RB JJ","acknowledge","q1ec8.f.move.150"
"q1ec8.txt","g",143,"and you want to come south and round the antelopes ","CC PRP VBP TO VB RB CC VB DT NNS","instruct","q1ec8.g.move.151"
"q1ec8.txt","f",144,"to the east or the west ","TO DT JJ CC DT NN","query_w","q1ec8.f.move.152"
"q1ec8.txt","g",145,"to the west of the antelopes ","TO DT NN IN DT NNS","reply_w","q1ec8.g.move.153"
"q1ec8.txt","f",146,"right ","RB","acknowledge","q1ec8.f.move.154"
"q1ec8.txt","g",147,"ehm and go right underneath them ","NN CC VB JJ IN PRP","instruct","q1ec8.g.move.155"
"q1ec8.txt","f",148,"mmhmm ","NN","acknowledge","q1ec8.f.move.156"
"q1ec8.txt","g",149,"then travel to the east just past the antelopes ","RB VB TO DT JJ RB IN DT NNS","instruct","q1ec8.g.move.157"
"q1ec8.txt","f",150,"mmhmm ","NN","acknowledge","q1ec8.f.move.158"
"q1ec8.txt","g",151,"that's it finished ","DT VBZ PRP VBD","instruct","q1ec8.g.move.159"
"q1ec8.txt","f",152,"just past the antelopes it's finished ","RB IN DT NNS PRP VBZ VBN","check","q1ec8.f.move.160"
"q1ec8.txt","g",153,"mmhmm ","NN","reply_y","q1ec8.g.move.161"
"q1ec8.txt","f",154,"okay ","JJ","acknowledge","q1ec8.f.move.162"
"q1ec8.txt","g",155,"that's it ","DT VBZ PRP","reply_y","q1ec8.g.move.163"
"q1nc1.txt","g",1,"ehm right ","NN NN","ready","q1nc1.g.move.1"
"q1nc1.txt","g",2,"you start at the caravan park ","PRP VBP IN DT NN NN","instruct","q1nc1.g.move.2"
