"","filename","speaker","uttNum","transcript","pos_tags","move","moveid"
"12479","q4nc5.txt","f",124,"if i've just come across the top of the ravine ","IN FW VBP RB VBN IN DT NN IN DT NN","check","q4nc5.f.move.127"
"2111","q1nc2.txt","f",133,"after i've come down the half inch i'm going right ","IN FW VBP VBN RP DT NN NN FW VBP VBG RB","check","q1nc2.f.move.133"
"20534","q7ec2.txt","f",48,"over towards the the seven beeches ","IN IN DT DT CD NNS","check","q7ec2.f.move.47"
"1894","q1nc1.txt","f",602,"at at the left-hand side ","IN IN DT JJ NN","check","q1nc1.f.move.612"
"25727","q8ec8.txt","f",93,"from from the left-hand side to the right ","IN IN DT JJ NN TO DT NN","check","q8ec8.f.move.88"
"66","q1ec1.txt","f",65,"outside of the monument ","IN IN DT NN","check","q1ec1.f.move.68"
"8547","q3nc2.txt","f",100,"at at the start ","IN IN DT NN","check","q3nc2.f.move.96.9"
"16297","q5nc6.txt","f",22,"for about a centimetre ","IN IN DT NN","check","q5nc6.f.move.24"
"7925","q3ec5.txt","f",38,"in between the granite quarry and the quarry and the for-- fallen cairn ","IN IN DT NN NN CC DT NN CC DT VBN NN","check","q3ec5.f.move.44"
"7909","q3ec5.txt","f",22,"in between the adventure playground and the forest fire ","IN IN DT NN NN CC DT NN NN","check","q3ec5.f.move.25"
"6361","q2nc4.txt","f",85,"underneath underneath the rapids yeah ","IN IN DT NNS VBP","check","q2nc4.f.move.88"
"23548","q7nc5.txt","f",219,"in between there ","IN IN EX","check","q7nc5.f.move.246"
"22753","q7nc2.txt","f",165,"like if it like 'cause i'm left handed like if i put my hand on that and just swiveled my hand right round ","IN IN PRP IN NN FW VBP JJ VBN IN IN FW VB PRP$ NN IN DT CC RB VBD PRP$ NN NN NN","check","q7nc2.f.move.164"
"1004","q1ec7.txt","f",137,"as if it's a very very big wide ""u"" so i'm going to avoid som-- ","IN IN PRP VBZ DT RB RB JJ JJ NN IN FW VBP VBG TO VB","check","q1ec7.f.move.141.9"
"9666","q4ec2.txt","f",183,"from before crossing the rope bridge ","IN IN VBG DT NN NN","check","q4ec2.f.move.188"
"18856","q6nc2.txt","f",188,"from from where i am sort of thing ","IN IN WRB FW VBP NN IN NN","check","q6nc2.f.move.189"
"8389","q3nc1.txt","f",62,"above indian country ","IN JJ NN","check","q3nc1.f.move.62"
"1474","q1nc1.txt","f",182,"in other words the the bottom right-hand side of the abandoned cottage ","IN JJ NNS DT DT JJ JJ NN IN DT VBN NN","check","q1nc1.f.move.188"
"9526","q4ec2.txt","f",43,"above highest viewpoint ","IN JJS NN","check","q4ec2.f.move.43"
"13598","q4nc8.txt","f",27,"of highest viewpoint ","IN JJS NN","check","q4nc8.f.move.32"
"10544","q4ec7.txt","f",148,"of saxon ","IN NN","check","q4ec7.f.move.157"
"13593","q4nc8.txt","f",22,"of diamond ","IN NN","check","q4nc8.f.move.25"
"16790","q6ec1.txt","f",47,"under crane bay ","IN NN NN","check","q6ec1.f.move.51"
"9608","q4ec2.txt","f",125,"from banana tree over to rope bridge ","IN NN NN IN TO NN NN","check","q4ec2.f.move.128"
"10199","q4ec5.txt","f",98,"from right to left ","IN NN TO VBN","check","q4ec5.f.move.120"
"14382","q5ec3.txt","f",42,"past canoes ","IN NNS","check","q5ec3.f.move.41"
"322","q1ec3.txt","f",97,"between them ","IN PRP","check","q1ec3.f.move.97"
"850","q1ec6.txt","f",90,"between them ","IN PRP","check","q1ec6.f.move.93"
"1211","q1ec8.txt","f",74,"underneath them ","IN PRP","check","q1ec8.f.move.77"
"5222","q2ec6.txt","f",145,"over it ","IN PRP","check","q2ec6.f.move.147"
"7675","q3ec3.txt","f",123,"underneath it ","IN PRP","check","q3ec3.f.move.123"
"7969","q3ec5.txt","f",82,"underneath it ","IN PRP","check","q3ec5.f.move.94"
"9245","q3nc7.txt","f",70,"b-- below it ","IN PRP","check","q3nc7.f.move.71"
"9258","q3nc7.txt","f",83,"underneath it ","IN PRP","check","q3nc7.f.move.86"
"10617","q4ec7.txt","f",221,"underneath it ","IN PRP","check","q4ec7.f.move.235"
"11320","q4nc2.txt","f",272,"underneath it ","IN PRP","check","q4nc2.f.move.272"
"11781","q4nc3.txt","f",398,"above it ","IN PRP","check","q4nc3.f.move.430"
"12703","q4nc5.txt","f",348,"above it ","IN PRP","check","q4nc5.f.move.364"
"14436","q5ec3.txt","f",96,"above me ","IN PRP","check","q5ec3.f.move.96"
"14480","q5ec3.txt","f",140,"above it ","IN PRP","check","q5ec3.f.move.139"
"15724","q5nc2.txt","f",222,"underneath them ","IN PRP","check","q5nc2.f.move.225.9"
"18570","q6nc1.txt","f",126,"around it ","IN PRP","check","q6nc1.f.move.134"
"18630","q6nc1.txt","f",186,"around it ","IN PRP","check","q6nc1.f.move.192"
"19904","q6nc6.txt","f",161,"underneath it ","IN PRP","check","q6nc6.f.move.166"
"24573","q8ec3.txt","f",161,"above it ","IN PRP","check","q8ec3.f.move.162"
"26207","q8nc4.txt","f",92,"underneath it ","IN PRP","check","q8nc4.f.move.90"
"26314","q8nc5.txt","f",42,"below it ","IN PRP","check","q8nc5.f.move.45"
"20345","q7ec1.txt","f",50,"below it or above it ","IN PRP CC IN PRP","check","q7ec1.f.move.47"
"20328","q7ec1.txt","f",33,"over them or above ","IN PRP CC RB","check","q7ec1.f.move.31"
"26167","q8nc4.txt","f",52,"above it or to the right of it ","IN PRP CC TO DT NN IN PRP","check","q8nc4.f.move.49"
"15327","q5nc1.txt","f",58,"with it on your right-hand side ","IN PRP IN PRP$ JJ NN","check","q5nc1.f.move.60"
"4512","q2ec3.txt","f",102,"up it like going over them ","IN PRP IN VBG IN PRP","check","q2ec3.f.move.108"
"22585","q7nc1.txt","f",208,"so we should have started there ","IN PRP MD VB VBN RB","check","q7nc1.f.move.215"
"22017","q7ec8.txt","f",66,"so it sort of curves round like that backwards ""c"" as you've said ","IN PRP NN IN NNS VBP IN DT RB NN IN PRP VBP VBD","check","q7ec8.f.move.73"
"16229","q5nc5.txt","f",96,"above it anyway ","IN PRP RB","check","q5nc5.f.move.99"
"13376","q4nc7.txt","f",217,"below it directly below it ","IN PRP RB IN PRP","check","q4nc7.f.move.237"
"11370","q4nc2.txt","f",322,"so we just head up here until we're up to the kneecaps ","IN PRP RB VBP RP RB IN PRP VBP RP TO DT NNS","check","q4nc2.f.move.324"
"13254","q4nc7.txt","f",95,"until you're about three centimetres ","IN PRP VBP IN CD NNS","check","q4nc7.f.move.101"
"11367","q4nc2.txt","f",319,"so we're on the the left-hand side of the great lake ","IN PRP VBP IN DT DT JJ NN IN DT JJ NN","check","q4nc2.f.move.321"
"11362","q4nc2.txt","f",314,"so we're on the far side of the ","IN PRP VBP IN DT JJ NN IN DT","check","q4nc2.f.move.317"
"22008","q7ec8.txt","f",57,"so we're down below the carpenter's house about half a centimetre ","IN PRP VBP RB IN DT NN POS NN IN PDT DT NN","check","q7ec8.f.move.62"
"1754","q1nc1.txt","f",462,"so we're going from the abandoned cottage to below where it says lake ","IN PRP VBP VBG IN DT VBN NN TO IN WRB PRP VBZ NN","check","q1nc1.f.move.468"
"9975","q4ec4.txt","f",50,"so we're going from like above the allotments to just above the yacht club no just above but ehm about ","IN PRP VBP VBG IN IN IN DT NNS TO RB IN DT NN NN DT RB IN CC NN RB","check","q4ec4.f.move.54"
"12397","q4nc5.txt","f",42,"so we're stopping d-- below start ","IN PRP VBP VBG IN NN","check","q4nc5.f.move.39"
"2500","q1nc3.txt","f",125,"so we're going slightly up ","IN PRP VBP VBG RB RB","check","q1nc3.f.move.132"
"2845","q1nc4.txt","f",66,"if you see what i mean ","IN PRP VBP WP FW VB","check","q1nc4.f.move.68"
"10032","q4ec4.txt","f",107,"so it's ","IN PRP VBZ","check","q4ec4.f.move.115"
"13750","q4nc8.txt","f",179,"so it's a c-- ni-- ","IN PRP VBZ DT","check","q4nc8.f.move.194"
"9994","q4ec4.txt","f",69,"so it's a a curve eh pointing upwards to get to the disused monastery ","IN PRP VBZ DT DT NN UH VBG NNS TO VB TO DT JJ NN","check","q4ec4.f.move.74"
"7999","q3ec5.txt","f",112,"so it's the top corner ","IN PRP VBZ DT JJ NN","check","q3ec5.f.move.126"
"22162","q7ec8.txt","f",211,"so it's a sort of diagonal ","IN PRP VBZ DT NN IN JJ","check","q7ec8.f.move.227"
"10504","q4ec7.txt","f",108,"so it's a it is a diagonal upwards towards the ","IN PRP VBZ DT PRP VBZ DT JJ NNS IN DT","check","q4ec7.f.move.115"
"21761","q7ec6.txt","f",497,"so it's like that ","IN PRP VBZ IN DT","check","q7ec6.f.move.482"
"11907","q4nc3.txt","f",524,"so it's about a centimetre up from that wee jutty-out bit that's the finish ","IN PRP VBZ IN DT NN RP IN DT NN NN NN WDT VBZ DT NN","check","q4nc3.f.move.565"
"9776","q4ec3.txt","f",80,"so it's like diagonally down ","IN PRP VBZ IN RB RB","check","q4ec3.f.move.85"
"19358","q6nc4.txt","f",75,"so it's straight up to the rift valley ","IN PRP VBZ JJ IN TO DT NN NN","check","q6nc4.f.move.74"
"10325","q4ec6.txt","f",41,"so it's right round the monastery ","IN PRP VBZ JJ NN DT NN","check","q4ec6.f.move.49"
"1846","q1nc1.txt","f",554,"so it's be-- next to the golf course then ","IN PRP VBZ JJ TO DT NN NN RB","check","q1nc1.f.move.562"
"7959","q3ec5.txt","f",72,"so it's more or less have you got more or less a straight line so ","IN PRP VBZ JJR CC JJR VBP PRP VBD RBR CC RBR DT JJ NN RB","check","q3ec5.f.move.82"
"14313","q5ec2.txt","f",167,"so it's sort of bottom left of the lake ","IN PRP VBZ NN IN JJ NN IN DT NN","check","q5ec2.f.move.170"
"21610","q7ec6.txt","f",346,"so it's me going round the old mountain ","IN PRP VBZ PRP VBG NN DT JJ NN","check","q7ec6.f.move.339"
"10238","q4ec5.txt","f",137,"so it's just a diagonal from that first crest to above pebbled shore ","IN PRP VBZ RB DT JJ IN DT JJ NN TO IN JJ NN","check","q4ec5.f.move.171"
"26299","q8nc5.txt","f",27,"so it's only a slight curve ","IN PRP VBZ RB DT JJ NN","check","q8nc5.f.move.30"
"18747","q6nc2.txt","f",79,"so it's just a sort of very small gradient above the meadow ","IN PRP VBZ RB DT NN IN RB JJ NN IN DT NN","check","q6nc2.f.move.79"
"22131","q7ec8.txt","f",180,"so it's just a wee shallow curve ","IN PRP VBZ RB DT NN JJ NN","check","q7ec8.f.move.195"
"18691","q6nc2.txt","f",23,"so it's about in a l-- in a straight down from telephone kiosk ","IN PRP VBZ RB IN DT IN DT RB RB IN NN NN","check","q6nc2.f.move.23"
"22312","q7ec8.txt","f",361,"so it's just like a straight line from the south that bit there where it goes due south to about a centimetre above ","IN PRP VBZ RB IN DT JJ NN IN DT NN WDT RB EX WRB PRP VBZ JJ RB TO IN DT NN IN","check","q7ec8.f.move.386"
"20684","q7ec2.txt","f",198,"so it's south on the actual crane bay then it's about an inch and a half going south ","IN PRP VBZ RB IN DT JJ NN NN RB PRP VBZ IN DT NN CC DT NN VBG RB","check","q7ec2.f.move.199"
"26387","q8nc5.txt","f",115,"so it's not much of a curve ","IN PRP VBZ RB JJ IN DT NN","check","q8nc5.f.move.120"
"9701","q4ec3.txt","f",5,"so it's not far down ","IN PRP VBZ RB RB RB","check","q4ec3.f.move.5"
"8856","q3nc4.txt","f",71,"so it's to the right of the mountain that i'm going ","IN PRP VBZ TO DT NN IN DT NN WDT FW VBP VBG","check","q3nc4.f.move.73"
"21337","q7ec6.txt","f",73,"so it's going to go up the way ","IN PRP VBZ VBG TO VB RP DT NN","check","q7ec6.f.move.68"
"11131","q4nc2.txt","f",83,"on your ","IN PRP$","check","q4nc2.f.move.76"
"4829","q2ec4.txt","f",219,"on its right-hand side ","IN PRP$ JJ NN","check","q2ec4.f.move.228"
"8893","q3nc4.txt","f",108,"on its left-hand side ","IN PRP$ JJ NN","check","q3nc4.f.move.111"
"11133","q4nc2.txt","f",85,"on my left ","IN PRP$ NN","check","q4nc2.f.move.78"
"26158","q8nc4.txt","f",43,"on its right ","IN PRP$ NN","check","q8nc4.f.move.41"
"10886","q4nc1.txt","f",96,"for about ten centimetres ","IN RB CD NNS","check","q4nc1.f.move.102"
"23391","q7nc5.txt","f",62,"about halfway along the page or just after halfway ","IN RB IN DT NN CC RB IN RB","check","q7nc5.f.move.70"
"2487","q1nc3.txt","f",112,"like as above it ","IN RB IN PRP","check","q1nc3.f.move.116"
"20804","q7ec3.txt","f",23,"until just below ","IN RB RB","check","q7ec3.f.move.23"
"9443","q4ec1.txt","f",32,"along to the left ","IN TO DT NN","check","q4ec1.f.move.34"
"23193","q7nc4.txt","f",83,"along to the side of the old temple but below it ","IN TO DT NN IN DT JJ NN CC IN PRP","check","q7nc4.f.move.90"
"23249","q7nc4.txt","f",139,"along to the end of the page ","IN TO DT NN IN DT NN","check","q7nc4.f.move.159"
"22394","q7nc1.txt","f",17,"along to your left ","IN TO PRP$ NN","check","q7nc1.f.move.15"
"24688","q8ec4.txt","f",83,"along to your right ","IN TO PRP$ NN","check","q8ec4.f.move.78"
"22400","q7nc1.txt","f",23,"along to your right are you sure it's your not your left ","IN TO PRP$ NN VBP PRP JJ PRP VBZ PRP$ RB PRP$ NN","check","q7nc1.f.move.20.9"
"12523","q4nc5.txt","f",168,"that be right ","IN VB JJ","check","q4nc5.f.move.171"
"9537","q4ec2.txt","f",54,"like coming underneath it ","IN VBG IN PRP","check","q4ec2.f.move.55"
"20950","q7ec3.txt","f",169,"from fallen cairn you want me to go north ","IN VBN NN PRP VBP PRP TO VB RB","check","q7ec3.f.move.175"
"11510","q4nc3.txt","f",127,"from pine grove ","IN VBP NN","check","q4nc3.f.move.145"
"6968","q2nc7.txt","f",210,"from where i am just now ","IN WRB FW VBP RB RB","check","q2nc7.f.move.226"
"7272","q3ec1.txt","f",38,"past where it is ","IN WRB PRP VBZ","check","q3ec1.f.move.40"
"10635","q4ec8.txt","f",13,"horizontal ","JJ","check","q4ec8.f.move.18"
"14006","q5ec1.txt","f",149,"sure i don't turn left ","JJ FW VBP RB VB VBN","check","q5ec1.f.move.150.9"
"1398","q1nc1.txt","f",106,"round beneath the old mill ","JJ IN DT JJ NN","check","q1nc1.f.move.109"
"21797","q7ec6.txt","f",533,"dead on the level of it uh-huh ","JJ IN DT NN IN PRP RB","check","q7ec6.f.move.520"
"14922","q5ec6.txt","f",120,"dead high up to the left ","JJ JJ IN TO DT NN","check","q5ec6.f.move.120"
"23336","q7nc5.txt","f",7,"okay straight left yeah ","JJ JJ JJ NN","check","q7nc5.f.move.10"
"5947","q2nc2.txt","f",266,"bottom left-hand edge ","JJ JJ NN","check","q2nc2.f.move.281"
"20489","q7ec2.txt","f",3,"top left-hand corner ","JJ JJ NN","check","q7ec2.f.move.3"
"26357","q8nc5.txt","f",85,"bottom left-hand corner ","JJ JJ NN","check","q8nc5.f.move.89"
"517","q1ec4.txt","f",3,"sandstone cliff ","JJ NN","check","q1ec4.f.move.3"
"892","q1ec7.txt","f",25,"old mill ","JJ NN","check","q1ec7.f.move.26"
"7444","q3ec1.txt","f",210,"due north ","JJ NN","check","q3ec1.f.move.217"
"8560","q3nc2.txt","f",113,"green bay ","JJ NN","check","q3nc2.f.move.109"
"16952","q6ec1.txt","f",209,"bottom right ","JJ NN","check","q6ec1.f.move.215"
"18085","q6ec6.txt","f",86,"diagonal line ","JJ NN","check","q6ec6.f.move.86"
"20773","q7ec2.txt","f",287,"due north ","JJ NN","check","q7ec2.f.move.284"
"22071","q7ec8.txt","f",120,"green bay ","JJ NN","check","q7ec8.f.move.130"
"26449","q8nc5.txt","f",177,"bottom right ","JJ NN","check","q8nc5.f.move.183"
"25888","q8nc1.txt","f",119,"right round the top ","JJ NN DT NN","check","q8nc1.f.move.128"
"7545","q3ec2.txt","f",82,"bottom left of the page ","JJ NN IN DT NN","check","q3ec2.f.move.79"
"16190","q5nc5.txt","f",57,"left-hand side of the apache ","JJ NN IN DT NN","check","q5nc5.f.move.63"
"11952","q4nc4.txt","f",21,"left-hand side of the camera shop right ","JJ NN IN DT NN NN NN","check","q4nc4.f.move.22"
"9977","q4ec4.txt","f",52,"same level as the camera shop basically ","JJ NN IN DT NN NN RB","check","q4ec4.f.move.56"
"4222","q2ec1.txt","f",123,"same side as the woodlands ","JJ NN IN DT NNS","check","q2ec1.f.move.129"
"22668","q7nc2.txt","f",80,"diagonal sort of like ","JJ NN IN IN","check","q7nc2.f.move.75"
"10854","q4nc1.txt","f",64,"gradual sort of south through east ","JJ NN IN RB IN JJ","check","q4nc1.f.move.68"
"14119","q5ec1.txt","f",262,"right round it ","JJ NN PRP","check","q5ec1.f.move.265"
"19194","q6nc3.txt","f",111,"right round it cross my route ","JJ NN PRP VB PRP$ NN","check","q6nc3.f.move.110"
"2957","q1nc4.txt","f",178,"right round to the left ","JJ NN TO DT NN","check","q1nc4.f.move.184"
"16679","q5nc8.txt","f",59,"hot springs ","JJ NNS","check","q5nc8.f.move.59"
"433","q1ec3.txt","f",208,"due south ","JJ RB","check","q1ec3.f.move.212"
"791","q1ec6.txt","f",31,"east again ","JJ RB","check","q1ec6.f.move.32"
"7239","q3ec1.txt","f",5,"due south ","JJ RB","check","q3ec1.f.move.5"
"6","q1ec1.txt","f",5,"due south and then back up again ","JJ RB CC RB RB RB RB","check","q1ec1.f.move.5"
"13722","q4nc8.txt","f",151,"due south directly ","JJ RB RB","check","q4nc8.f.move.164"
"14702","q5ec5.txt","f",42,"okay so when it's when i come past the diamond mine i've to go diagonally towards the fast running creek ","JJ RB WRB PRP VBZ WRB FW VBN IN DT NN NN FW VBP TO VB RB IN DT JJ VBG NN","check","q5ec5.f.move.39"
"20600","q7ec2.txt","f",114,"southwesterly to the point below this trunk of the second beech tree ","JJ TO DT NN IN DT NN IN DT JJ NN NN","check","q7ec2.f.move.110"
"19713","q6nc5.txt","f",182,"soft furnishing store ","JJ VBG NN","check","q6nc5.f.move.188"
"9521","q4ec2.txt","f",38,"okay am i meant to be trying to go under highest viewpoint like under ","JJ VBP FW VBN TO VB VBG TO VB IN JJS NN IN IN","check","q4ec2.f.move.38"
"10426","q4ec7.txt","f",30,"okay do i have to do anything to avoid the the settlement ","JJ VBP FW VBP TO VB NN TO VB DT DT NN","check","q4ec7.f.move.32"
"9618","q4ec2.txt","f",135,"sorry say that again ","JJ VBP IN RB","check","q4ec2.f.move.139"
"24328","q8ec2.txt","f",58,"highest viewpoint ","JJS NN","check","q8ec2.f.move.57"
"1418","q1nc1.txt","f",126,"i'd b-- i'd have to draw a curve then from the down from the caravan park ","LS MD FW MD VB TO VB DT NN RB IN DT RB IN DT NN NN","check","q1nc1.f.move.130"
"1354","q1nc1.txt","f",62,"i'd if i need to go beneath the old mill right ","LS MD IN FW VBP TO VB IN DT JJ NN NN","check","q1nc1.f.move.66"
"2231","q1nc2.txt","f",253,"i'll just take the line further along to the left ","LS MD RB VB DT NN RB IN TO DT NN","check","q1nc2.f.move.251"
"19244","q6nc3.txt","f",161,"i'll do i go up the left-hand side of the rock fall ","LS MD VB FW VB RP DT JJ NN IN DT NN NN","check","q6nc3.f.move.160"
"18892","q6nc2.txt","f",224,"i should be above i should be slightly above the lake then am i ","LS MD VB IN FW MD VB RB IN DT NN RB VBP LS","check","q6nc2.f.move.228"
"11852","q4nc3.txt","f",469,"i'll go round the washed stones the other way ","LS MD VB JJ DT JJ NNS DT JJ NN","check","q4nc3.f.move.504"
"686","q1ec5.txt","f",79,"i'd be better to go underneath it ","LS MD VB JJR TO VB IN PRP","check","q1ec5.f.move.79"
"3409","q1nc7.txt","f",49,"i'll have you know like i'll have to so i'm going between the picket fence and the mill right ","LS MD VB PRP VB IN FW MD VB TO RB FW VBP VBG IN DT NN NN CC DT NN NN","check","q1nc7.f.move.56"
"2128","q1nc2.txt","f",150,"i should be away at the other s-- side of the page ","LS MD VB RB IN DT JJ NN IN DT NN","check","q1nc2.f.move.149"
"1362","q1nc1.txt","f",70,"i'll go down from the caravan park right ","LS MD VB RB IN DT NN NN NN","check","q1nc1.f.move.75"
"7533","q3ec2.txt","f",70,"i'll go as far as i can ","LS MD VB RB RB IN FW MD","check","q3ec2.f.move.68"
"21906","q7ec7.txt","f",95,"i'll go up to how far from the ""t"" ","LS MD VB RP TO WRB RB IN DT NN","check","q7ec7.f.move.97"
"19682","q6nc5.txt","f",151,"i'll need to go towards the left yeah ","LS MD VB TO VB IN DT JJ NN","check","q6nc5.f.move.153"
"1953","q1nc1.txt","f",661,"i so i've just i've just to pass the left-hand side of the nuclear test site ","LS RB FW VBP RB FW VBP RB TO VB DT JJ NN IN DT JJ NN NN","check","q1nc1.f.move.673"
"9562","q4ec2.txt","f",79,"i just double back the way ","LS RB RB RB DT NN","check","q4ec2.f.move.81"
"16824","q6ec1.txt","f",81,"i just keep going east ","LS RB VB VBG JJ","check","q6ec1.f.move.87"
"26226","q8nc4.txt","f",111,"i go from ","LS VB IN","check","q8nc4.f.move.112"
"4044","q1nc8.txt","f",207,"i go from the left-hand side of the page to the left-hand side of the lake ","LS VB IN DT JJ NN IN DT NN TO DT JJ NN IN DT NN","check","q1nc8.f.move.217"
"10302","q4ec6.txt","f",18,"i stop at the top of the allotments ","LS VB IN DT NN IN DT NNS","check","q4ec6.f.move.18"
"26318","q8nc5.txt","f",46,"i go along to the right ","LS VB IN TO DT NN","check","q8nc5.f.move.49"
"25272","q8ec6.txt","f",150,"i go right round the disused monastery ","LS VB JJ NN DT JJ NN","check","q8ec6.f.move.147"
"2724","q1nc3.txt","f",349,"i take it it's between the fort and the buffalo ","LS VB PRP PRP VBZ IN DT NN CC DT NN","check","q1nc3.f.move.380"
"21658","q7ec6.txt","f",394,"i go north and then across a bit eh ","LS VB RB CC RB IN DT NN UH","check","q7ec6.f.move.383"
"1310","q1nc1.txt","f",18,"i go down from the caravan park bef-- turn right before the picket fence ","LS VB RB IN DT NN NN VB RB IN DT NN NN","check","q1nc1.f.move.18"
"22118","q7ec8.txt","f",167,"i go down just and curve round the haystack ","LS VB RB RB CC NN VBP DT NN","check","q7ec8.f.move.180"
"18609","q6nc1.txt","f",165,"i go right down to the lagoon ","LS VB RB RB TO DT NN","check","q6nc1.f.move.172"
"16057","q5nc4.txt","f",215,"i go round the the far side of the bakery and then head towards the s-- second peak of crane bay ","LS VB VB DT DT JJ NN IN DT NN CC RB NN IN DT JJ NN IN NN NN","check","q5nc4.f.move.219"
"18324","q6ec8.txt","f",43,"i go round the left of the farmer's gate and up ","LS VB VB DT NN IN DT NN POS NN CC RB","check","q6ec8.f.move.42"
"1806","q1nc1.txt","f",514,"i stop drawing the curve right ","LS VB VBG DT NN NN","check","q1nc1.f.move.522"
"12085","q4nc4.txt","f",154,"i'm a-- and i've just come to the left-hand side of the all-- the yacht club ","LS VBP CC FW VBP RB VBN TO DT JJ NN IN DT DT NN NN","check","q4nc4.f.move.162"
"3746","q1nc7.txt","f",386,"i've and then curve round the monument ","LS VBP CC RB NN NN DT NN","check","q1nc7.f.move.417"
"26917","q8nc8.txt","f",29,"i'm go-- i've to go along the bottom of the diamond diamond mine first ","LS VBP FW VBP TO VB IN DT NN IN DT NN NN NN RB","check","q8nc8.f.move.29"
"3719","q1nc7.txt","f",359,"i'm com-- i'm doing like a i'm drawing a straight line down to the monument and curving r-- ","LS VBP FW VBP VBG IN DT FW VBP VBG DT JJ NN IN TO DT NN CC NN","check","q1nc7.f.move.386"
"2936","q1nc4.txt","f",157,"i'm go-- i'm going down and round ","LS VBP FW VBP VBG RB CC NN","check","q1nc4.f.move.163"
"1368","q1nc1.txt","f",76,"i'm i'm going right under the the mill okay ","LS VBP FW VBP VBG RB IN DT DT NN JJ","check","q1nc1.f.move.81"
"13608","q4nc8.txt","f",37,"i'm about two centimetres from the ""h"" below it ","LS VBP IN CD NNS IN DT NN IN PRP","check","q4nc8.f.move.46"
"18404","q6ec8.txt","f",123,"i'm at the ","LS VBP IN DT","check","q6ec8.f.move.122"
"2631","q1nc3.txt","f",256,"i'm at ghost town ","LS VBP IN NN NN","check","q1nc3.f.move.278"
"20962","q7ec3.txt","f",181,"i'm at just below the ""k"" and i skirt along east lake ","LS VBP IN RB IN DT NN CC FW NN IN JJ NN","check","q7ec3.f.move.187"
"21555","q7ec6.txt","f",291,"i'm right at the very side of the old ","LS VBP JJ IN DT JJ NN IN DT JJ","check","q7ec6.f.move.284"
"20042","q6nc7.txt","f",130,"i'm right in the middle of the river ","LS VBP JJ IN DT NN IN DT NN","check","q6nc7.f.move.139"
"26248","q8nc4.txt","f",133,"i'm am i quite close to the ","LS VBP RB FW RB JJ TO DT","check","q8nc4.f.move.133"
"20038","q6nc7.txt","f",126,"i'm still on the right-hand side of the river is that right ","LS VBP RB IN DT JJ NN IN DT NN VBZ IN NN","check","q6nc7.f.move.135"
"21913","q7ec7.txt","f",102,"i'm just past the far edge of the trout farm ","LS VBP RB IN DT JJ NN IN DT NNS NN","check","q7ec7.f.move.103"
"8291","q3ec8.txt","f",99,"i'm still on the crane bay line ","LS VBP RB IN DT NN NN NN","check","q3ec8.f.move.104"
"14862","q5ec6.txt","f",60,"towar-- i don't go round it i've i i don't go above it ","LS VBP RB VB JJ PRP FW VBP FW FW VBP RB VB IN PRP","check","q5ec6.f.move.58"
"13902","q5ec1.txt","f",45,"i don't go to the bottom of the map ","LS VBP RB VB TO DT NN IN DT NN","check","q5ec1.f.move.44"
"12648","q4nc5.txt","f",293,"i've just got it coming down to the edge of the lake ","LS VBP RB VBN PRP VBG RB TO DT NN IN DT NN","check","q4nc5.f.move.304"
"25462","q8ec6.txt","f",340,"i've t-- to curve up there ","LS VBP TO NN IN RB","check","q8ec6.f.move.334"
"15222","q5ec8.txt","f",116,"i've to away up the top here ","LS VBP TO RB IN DT NN RB","check","q5ec8.f.move.118"
"503","q1ec3.txt","f",278,"i have to proceed ","LS VBP TO VB","check","q1ec3.f.move.284"
"19941","q6nc7.txt","f",29,"i want to go down to the left of sandy shore ","LS VBP TO VB RB TO DT NN IN JJ NN","check","q6nc7.f.move.30"
"22365","q7ec8.txt","f",414,"i've go to the bo-- i go to the base of the tree ","LS VBP VB TO DT FW VB TO DT NN IN DT NN","check","q7ec8.f.move.443"
"4165","q2ec1.txt","f",66,"i'm coming ","LS VBP VBG","check","q2ec1.f.move.71"
"6923","q2nc7.txt","f",165,"i'm going two inches straight down ","LS VBP VBG CD NNS RB RB","check","q2nc7.f.move.177"
"5560","q2ec8.txt","f",151,"i'm going i'm going away i'm really going back down towards the ruined monastery ","LS VBP VBG FW VBP VBG RB FW VBP RB VBG RB RB IN DT VBN NN","check","q2ec8.f.move.153"
"11979","q4nc4.txt","f",48,"i'm going i'm going right i'm going right towards the yacht club ","LS VBP VBG FW VBP VBG RB FW VBP VBG RB IN DT NN NN","check","q4nc4.f.move.54"
"2016","q1nc2.txt","f",38,"i'm going along the bottom of the paper ","LS VBP VBG IN DT NN IN DT NN","check","q1nc2.f.move.40"
"3400","q1nc7.txt","f",40,"i'm going between the picket fence and the mill ","LS VBP VBG IN DT NN NN CC DT NN","check","q1nc7.f.move.47"
"23783","q7nc7.txt","f",127,"i'm coming from a totem pole at a di-- totem pole like in a dinai diagonal across to the trout farm ","LS VBP VBG IN DT NN NN IN DT NN NN IN IN DT NN NN IN TO DT NNS NN","check","q7nc7.f.move.140"
"12661","q4nc5.txt","f",306,"i'm goi-- going over to the left now ","LS VBP VBG IN TO DT VBN RB","check","q4nc5.f.move.318"
"812","q1ec6.txt","f",52,"i'm going east underneath the bakery ","LS VBP VBG JJ IN DT NN","check","q1ec6.f.move.53"
"20854","q7ec3.txt","f",73,"i'm going round the top of the granite quarry to about below the level of the waterfall ","LS VBP VBG NN DT NN IN DT NN NN TO RB IN DT NN IN DT NN","check","q7ec3.f.move.77"
